class,class_fr,name,name_fr,description,description_fr
monk,Moine,Purity of Body (Ex),Pureté physique (Ext),"At 5th level, a monk gains immunity to all diseases, including supernatural and magical diseases.","Au niveau 5, le moine développe une immunité à toutes les maladies, même celles qui sont d’origine surnaturelle ou magique."
monk,Moine,Wholeness of Body (Su),Plénitude physique (Sur),"At 7th level or higher, a monk can heal his own wounds as a standard action. He can heal a number of hit points of damage equal to his monk level by using 2 points from his ki pool.","Dès le niveau 7, le moine est capable de se soigner par une action simple. Il peut récupérer un nombre de points de vie égal à son niveau de moine en utilisant 2 points de sa réserve de ki."
monk,Moine,Improved Evasion (Ex),Esquive surnaturelle (Ext),"At 9th level, a monk's evasion ability improves. He still takes no damage on a successful Reflex saving throw against attacks, but henceforth he takes only half damage on a failed save. A helpless monk does not gain the benefit of improved evasion.","Au niveau 9, l’esquive totale du moine s’améliore. Face aux attaques permettant un jet de Réflexes pour réduire les dégâts de moitié, il continue à ne subir aucun dégât en cas de jet de sauvegarde réussi mais, en plus, il ne subit que la moitié des dégâts en cas d’échec du jet de sauvegarde. Le moine ne bénéficie pas de cette capacité s’il est sans défense."
monk,Moine,Diamond Body (Su),Corps de diamant (Sur),"At 11th level, a monk gains immunity to poisons of all kinds.","Au niveau 11, le moine développe une immunité à tous les types de poisons."
monk,Moine,Abundant Step (Su),Pas chassé (Sur),"At 12th level or higher, a monk can slip magically between spaces, as if using the spell dimension door. Using this ability is a move action that consumes 2 points from his ki pool. His caster level for this effect is equal to his monk level. He cannot take other creatures with him when he uses this ability.","À partir du niveau 12, le moine peut se déplacer instantanément d’un endroit à un autre comme à l’aide du sort porte dimensionnelle. Chaque utilisation de cette capacité nécessite une action de mouvement et coûte 2 points de ki. Le niveau de lanceur de sorts du moine pour cet effet est égal à son niveau de moine. Seul le moine peut se déplacer ainsi : il ne peut amener personne avec lui."
monk,Moine,Diamond Soul (Ex),Âme de diamant (Ext),"At 13th level, a monk gains spell resistance equal to his current monk level + 10. In order to affect the monk with a spell, a spellcaster must get a result on a caster level check (1d20 + caster level) that equals or exceeds the monk's spell resistance.","Au niveau 13, le moine acquiert une résistance à la magie égale à son niveau de moine actuel + 10. Pour pouvoir l’affecter à l’aide d’un sort, son adversaire doit effectuer un test de niveau de lanceur de sorts (1d20 + son niveau de lanceur de sorts) et obtenir un résultat égal ou supérieur à la RM du moine."
monk,Moine,Quivering Palm (Su),Paume vibratoire (Sur),"Starting at 15th level, a monk can set up vibrations within the body of another creature that can thereafter be fatal if the monk so desires. He can use this quivering palm attack once per day, and he must announce his intent before making his attack roll. Creatures immune to critical hits cannot be affected. Otherwise, if the monk strikes successfully and the target takes damage from the blow, the quivering palm attack succeeds. Thereafter, the monk can try to slay the victim at any later time, as long as the attempt is made within a number of days equal to his monk level. To make such an attempt, the monk merely wills the target to die (a free action), and unless the target makes a Fortitude saving throw (DC 10 + 1/2 the monk's level + the monk's Wis modifier), it dies. If the saving throw is successful, the target is no longer in danger from that particular quivering palm attack, but it may still be affected by another one at a later time. A monk can have no more than 1 quivering palm in effect at one time. If a monk uses quivering palm while another is still in effect, the previous effect is negated.","Dès le niveau 15, le moine peut utiliser cette redoutable attaque lui permettant de transmettre des vibrations dangereuses à sa cible, qui peuvent devenir fatales quand il le désire. Le personnage peut se servir de la paume vibratoire une fois par jour et doit l’annoncer avant d’effectuer son jet d’attaque. Les créatures immunisées aux coups critiques ne sont pas affectées par ce pouvoir. Si le coup porte et si l’adversaire est blessé, les vibrations sont transmises avec succès au corps de la victime. À partir de ce moment, le moine peut décider de la tuer à tout instant (les vibrations persistent pendant un jour par niveau du moine). Dès qu’il prend cette décision (ce qui lui demande une action libre), la cible doit effectuer un jet de Vigueur (DD 10 + la moitié du niveau du moine + le modificateur de Sagesse du moine). En cas d’échec, elle meurt. Si elle réussit, les vibrations cessent et elle ne risque plus rien (mais elle peut subir une nouvelle attaque de
paume vibratoire). Le moine ne peut activer plus d’un effet de paume vibratoire à la fois : si une victime est encore affectée par la paume vibratoire du moine et que celui-ci utilise cette capacité à nouveau, l’effet le plus ancien prend fin immédiatement."
monk,Moine,Timeless Body (Ex),Éternelle jeunesse (Ext),"At 17th level, a monk no longer takes penalties to his ability scores for aging and cannot be magically aged. Any such penalties that he has already taken, however, remain in place. Age bonuses still accrue, and the monk still dies of old age when his time is up.","À partir du niveau 17, les affaiblissements de caractéristiques dus au vieillissement n’affectent plus le moine, pas plus que les attaques provoquant un vieillissement accéléré. Les affaiblissements qu’il aurait pu subir avant d’atteindre ce niveau ne sont pas annulés pour autant. Le moine continue de vieillir et bénéficie des bonus qui en découlent. Il meurt toujours de vieillesse lorsque son heure est venue."
monk,Moine,Tongue of the Sun and Moon (Ex),Langues du soleil et de la lune (Ext),A monk of 17th level or higher can speak with any living creature.,"À partir du niveau 17, le moine peut communiquer avec toutes les créatures vivantes."
monk,Moine,Empty Body (Su),Désertion de l’âme (Sur),"At 19th level, a monk gains the ability to assume an ethereal state for 1 minute as though using the spell etherealness. Using this ability is a move action that consumes 3 points from his ki pool. This ability only affects the monk and cannot be used to make other creatures ethereal.","Au niveau 19, le personnage peut devenir éthéré pendant une minute comme s’il utilisait le sort passage dans l’éther. Cette capacité s’active par une action de mouvement et coûte 3 points de ki. Seul le moine est affecté : il ne peut pas utiliser désertion de l’âme pour appliquer le même effet à d’autres créatures."
monk,Moine,Perfect Self,Perfection de l’être,"At 20th level, a monk becomes a magical creature. He is forevermore treated as an outsider rather than as a humanoid (or whatever the monk's creature type was) for the purpose of spells and magical effects. Additionally, the monk gains damage reduction 10/chaotic, which allows him to ignore the first 10 points of damage from any attack made by a nonchaotic weapon or by any natural attack made by a creature that doesn't have similar damage reduction. Unlike other outsiders, the monk can still be brought back from the dead as if he were a member of his previous creature type.","Au niveau 20, le moine devient une entité magique. À partir de cet instant, il n’est plus considéré comme un humanoïde mais comme un Extérieur pour ce qui est des sorts et des effets magiques. De plus, le moine acquiert une réduction de dégâts de 10/chaotique, ce qui signifie qu’il ignore les 10 premiers points de dégâts infligés par chaque attaque portée avec une arme non-chaotique ou avec une arme naturelle d’une créature qui ne dispose pas d’une réduction de dégâts similaire. Contrairement aux autres Extérieurs, le moine peut être ramené à la vie, comme si son type de créature n’avait pas changé."
paladin,Paladin,Weapon and Armor Proficiency,Armes et armures,"Paladins are proficient with all simple and martial weapons, with all types of armor (heavy, medium, and light), and with shields (except tower shields).","Le paladin est formé au maniement de toutes les armes courantes et de guerre, ainsi qu’au port de toutes les armures (légères, intermédiaires et lourdes) et à l’utilisation des boucliers (à l’exception des pavois)."
paladin,Paladin,Aura of Good (Ex),Aura de Bien (Ext),The power of a paladin's aura of good (see the detect good spell) is equal to her paladin level.,"Un paladin génère une aura de Bien (voir le sort détection du Mal), dont la puissance correspond à son niveau de paladin."
paladin,Paladin,Detect Evil,Détection du Mal (Mag),"At will, a paladin can use detect evil, as the spell. A paladin can, as a move action, concentrate on a single item or individual within 60 feet and determine if it is evil, learning the strength of its aura as if having studied it for 3 rounds. While focusing on one individual or object, the paladin does not detect evil in any other object or individual within range.","Un paladin peut détecter le Mal à volonté, comme par le sort de détection du Mal. Par une action de mouvement, le paladin peut se concentrer sur un objet ou un individu unique distant de 18 m (12 cases) ou moins pour déterminer s’il est d’alignement Mauvais et pour connaître la puissance de son aura comme s’il l’avait étudié pendant trois rounds. Lorsqu’il se concentre sur un objet ou un individu, le paladin ne détecte pas le Mal sur les autres objets ou individus à proximité."
paladin,Paladin,Smite Evil (Su),Châtiment du Mal (Sur),"Once per day, a paladin can call out to the powers of good to aid her in her struggle against evil. As a swift action, the paladin chooses one target within sight to smite. If this target is evil, the paladin adds her Charisma bonus (if any) to her attack rolls and adds her paladin level to all damage rolls made against the target of her smite. If the target of smite evil is an outsider with the evil subtype, an evil-aligned dragon, or an undead creature, the bonus to damage on the first successful attack increases to 2 points of damage per level the paladin possesses. Regardless of the target, smite evil attacks automatically bypass any DR the creature might possess.In addition, while smite evil is in effect, the paladin gains a deflection bonus equal to her Charisma modifier (if any) to her AC against attacks made by the target of the smite. If the paladin targets a creature that is not evil, the smite is wasted with no effect.The smite evil effect remains until the target of the smite is dead or the next time the paladin rests and regains her uses of this ability. At 4th level, and at every three levels thereafter, the paladin may smite evil one additional time per day, as indicated on Table: Paladin, to a maximum of seven times per day at 19th level.","Une fois par jour, un paladin peut faire appel aux pouvoirs du bien dans son combat contre le mal. Par une action rapide, le paladin désigne comme cible de son châtiment du Mal un ennemi qu’il peut voir. Si la cible est d’alignement Mauvais, le paladin ajoute son bonus de Charisme (s’il en a un) à ses jets d’attaque et son niveau de paladin à tous les jets de dégâts à l’encontre de sa cible. Si la cible est un Extérieur du sous-type Mal, un dragon d’alignement Mauvais ou un mort-vivant, le bonus aux dégâts passe à 2 points de dégâts par niveau du paladin pour la première attaque qui touche l'adversaire. Dans tous les cas, le châtiment du mal ignore toutes les réductions de dégâts de la cible.
De plus, lorsqu’un châtiment du Mal est en cours, le paladin gagne un bonus de parade à sa CA égal à son bonus de Charisme (s’il en a un) contre les attaques portées par la cible du châtiment du Mal. Si le paladin désigne une créature qui n’est pas d’alignement Mauvais, le châtiment est dépensé mais n’a aucun effet.
L’effet du châtiment du Mal persiste jusqu’à ce que la cible soit morte ou jusqu’à ce que le paladin se repose et récupère son quota d’utilisations de cette capacité. Au niveau 4 et tous les trois niveaux par la suite, le paladin obtient une utilisation quotidienne supplémentaire de ce pouvoir, comme indiqué dans la Table ""Le Paladin"", avec un maximum de sept utilisations quotidiennes au niveau 19."
paladin,Paladin,Divine Grace (Su),Grâce divine (Sur),"At 2nd level, a paladin gains a bonus equal to her Charisma bonus (if any) on all saving throws.",Un paladin de niveau 2 ou plus bénéficie d’un bonus à tous ses jets de sauvegarde égal à son bonus de Charisme (s’il en a un).
paladin,Paladin,Lay On Hands (Su),Imposition des mains (Sur),"Beginning at 2nd level, a paladin can heal wounds (her own or those of others) by touch. Each day she can use this ability a number of times equal to 1/2 her paladin level plus her Charisma modifier. With one use of this ability, a paladin can heal 1d6 hit points of damage for every two paladin levels she possesses. Using this ability is a standard action, unless the paladin targets herself, in which case it is a swift action. Despite the name of this ability, a paladin only needs one free hand to use this ability.Alternatively, a paladin can use this healing power to deal damage to undead creatures, dealing 1d6 points of damage for every two levels the paladin possesses. Using lay on hands in this way requires a successful melee touch attack and doesn't provoke an attack of opportunity. Undead do not receive a saving throw against this damage.","À partir du niveau 2, un paladin peut soigner ses blessures ou celles de ses camarades d’un simple toucher. Il peut utiliser ce pouvoir un nombre de fois par jour égal à la moitié de son niveau de paladin + son modificateur de Charisme. Chaque utilisation permet de soigner 1d6 points de vie par tranche de deux niveaux de paladin et nécessite une action simple (sauf si le paladin soigne ses propres blessures, auquel cas une action rapide suffit). Contrairement à ce que son nom pourrait laisser penser, cette capacité ne nécessite qu’une seule main de libre pour être utilisée.
Le paladin peut également utiliser ce pouvoir de guérison pour infliger des blessures aux morts-vivants, à hauteur de 1d6 points de dégâts par tranche de deux niveaux de paladin. Cette utilisation du pouvoir nécessite un jet d’attaque de contact au corps à corps et ne provoque pas d’attaque d’opportunité. Les morts-vivants ne bénéficient d’aucun jet de sauvegarde contre ces dégâts."
paladin,Paladin,Aura of Courage (Su),Aura de bravoure (Sur),"At 3rd level, a paladin is immune to fear (magical or otherwise). Each ally within 10 feet of her gains a +4 morale bonus on saving throws against fear effects. This ability functions only while the paladin is conscious, not if she is unconscious or dead.","Un paladin de niveau 3 est immunisé contre la terreur (magique ou non). De plus, tous ses alliés situés à 3 m (2 cases) ou moins bénéficient d’un bonus de moral de +4 aux jets de sauvegarde contre tous les effets de terreur. Cette aptitude fonctionne tant que le paladin est conscient, mais pas s’il est inconscient ou mort."
paladin,Paladin,Divine Health (Ex),Santé divine (Ext),"At 3rd level, a paladin is immune to all diseases, including supernatural and magical diseases, including mummy rot.","Un paladin de niveau 3 est immunisé contre toutes les maladies, y compris celles qui sont d’origine magique ou surnaturelle.
Grâce est également le nom d'un sort.
Cliquez pour afficher/cacher l'information"
paladin,Paladin,Mercy (Su),Grâce (Sur),"At 3rd level, and every three levels thereafter, a paladin can select one mercy. Each mercy adds an effect to the paladin's lay on hands ability. Whenever the paladin uses lay on hands to heal damage to one target, the target also receives the additional effects from all of the mercies possessed by the paladin. A mercy can remove a condition caused by a curse, disease, or poison without curing the affliction. Such conditions return after 1 hour unless the mercy actually removes the affliction that causes the condition.At 3rd level, the paladin can select from the following initial mercies.â€¢ Fatigued: The target is no longer fatigued.â€¢ Shaken: The target is no longer shaken.â€¢ Sickened: The target is no longer sickened.At 6th level, a paladin adds the following mercies to the list of those that can be selected.â€¢ Dazed: The target is no longer dazed.â€¢ Diseased: The paladin's lay on hands ability also acts as remove disease, using the paladin's level as the caster level.â€¢ Staggered: The target is no longer staggered, unless the target is at exactly 0 hit points.At 9th level, a paladin adds the following mercies to the list of those that can be selected.â€¢ Cursed: The paladin's lay on hands ability also acts as remove curse, using the paladin's level as the caster level.â€¢ Exhausted: The target is no longer exhausted. The paladin must have the fatigue mercy before selecting this mercy.â€¢ Frightened: The target is no longer frightened. The paladin must have the shaken mercy before selecting this mercy.â€¢ Nauseated: The target is no longer nauseated. The paladin must have the sickened mercy before selecting this mercy.â€¢ Poisoned: The paladin's lay on hands ability also acts as neutralize poison, using the paladin's level as the caster level.At 12th level, a paladin adds the following mercies to the list of those that can be selected.â€¢ Blinded: The target is no longer blinded.â€¢ Deafened: The target is no longer deafened.â€¢ Paralyzed: The target is no longer paralyzed.â€¢ Stunned: The target is no longer stunned.These abilities are cumulative. For example, a 12th-level paladin's lay on hands ability heals 6d6 points of damage and might also cure fatigued and exhausted conditions as well as removing diseases and neutralizing poisons. Once a condition or spell effect is chosen, it can't be changed.","Au niveau 3 et tous les trois niveaux par la suite, un paladin peut choisir une grâce. Chaque grâce ajoute un effet supplémentaire à sa capacité d’imposition des mains. Chaque fois que le paladin impose les mains pour soigner les blessures d’une créature, celle-ci bénéficie également des effets supplémentaires relatifs à toutes les grâces que le paladin a choisies. Une grâce peut annuler un état préjudiciable infligé par une maladie, une malédiction ou un poison sans pour autant soigner l’affliction elle-même. L’état préjudiciable en question réapparaît après une heure, à moins que la grâce ait effectivement supprimé l’affliction qui le causait.
Au niveau 3, le paladin peut sélectionner une des grâces suivantes :
* Fatigué : la cible n’est plus fatiguée.
* Fiévreux : la cible n’est plus fiévreuse.
* Secoué : la cible n’est plus secouée.
Au niveau 6, les choix suivants s’ajoutent à la liste des grâces disponibles :
* Chancelant : la cible n’est plus chancelante, sauf si elle a exactement 0 point de vie.
* Guérison de la maladie : l’imposition des mains du paladin agit également comme un sort de guérison des maladies avec un NLS égal au niveau du paladin.
* Hébété : la cible n’est plus hébétée.
Au niveau 9, les choix suivants s’ajoutent à la liste des grâces disponibles :
* Délivrance de la malédiction : l’imposition des mains du paladin agit également comme un sort de délivrance des malédictions avec un NLS égal au niveau du paladin.
* Effrayé : la cible n’est plus effrayée (le paladin doit posséder la grâce Secoué avant de pouvoir choisir cette option).
* Épuisé : la cible n’est plus épuisée (le paladin doit posséder la grâce Fatigué avant de pouvoir choisir cette option).
* Guérison du poison : l’imposition des mains du paladin agit également comme un sort de neutralisation du poison avec un NLS égal au niveau du paladin.
* Nauséeux : la cible n’est plus nauséeuse (le paladin doit posséder la grâce Fiévreux avant de pouvoir choisir cette option).
Au niveau 12, les choix suivants s’ajoutent à la liste des grâces disponibles.
* Aveugle : la cible n’est plus aveugle.
* Assourdi : la cible n’est plus assourdie.
* Étourdi : la cible n’est plus étourdie.
* Paralysé : la cible n’est plus paralysée.
Ces effets se cumulent. Par exemple, lorsqu’un paladin de niveau 12 impose les mains, il guérit 6d6 points de dégâts et peut également supprimer les états préjudiciables fatigué et épuisé en plus de soigner les maladies et de neutraliser les poisons. Une fois qu’une grâce a été sélectionnée, ce choix ne peut plus être modifié."
paladin,Paladin,Channel Positive Energy (Su),Canalisation d’énergie positive (Sur),"When a paladin reaches 4th level, she gains the supernatural ability to channel positive energy like a cleric. Using this ability consumes two uses of her lay on hands ability. A paladin uses her level as her effective cleric level when channeling positive energy. This is a Charisma-based ability.","Lorsque le paladin atteint le niveau 4, il acquiert la capacité surnaturelle de canaliser de l’énergie positive avec un niveau effectif de prêtre égal à son niveau de paladin (voir la description de cette capacité chez le prêtre). Chaque canalisation d’énergie consomme deux utilisations de sa capacité d’imposition des mains. Il s’agit d’une capacité basée sur le Charisme.
Ultimate Magic - Art de la Magie
Voir aussi les variantes de canalisation"
paladin,Paladin,Spells,Sorts,"Beginning at 4th level, a paladin gains the ability to cast a small number of divine spells which are drawn from the paladin spell list presented in Spell Lists. A paladin must choose and prepare her spells in advance.To prepare or cast a spell, a paladin must have a Charisma score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a paladin's spell is 10 + the spell level + the paladin's Charisma modifier.Like other spellcasters, a paladin can cast only a certain number of spells of each spell level per day. Her base daily spell allotment is given on Table: Paladin. In addition, she receives bonus spells per day if she has a high Charisma score (see  Table: Ability Modifiers and Bonus Spells). When Table: Paladin indicates that the paladin gets 0 spells per day of a given spell level, she gains only the bonus spells she would be entitled to based on her Charisma score for that spell level.A paladin must spend 1 hour each day in quiet prayer and meditation to regain her daily allotment of spells. A paladin may prepare and cast any spell on the paladin spell list, provided that she can cast spells of that level, but she must choose which spells to prepare during her daily meditation.Through 3rd level, a paladin has no caster level. At 4th level and higher, her caster level is equal to her paladin level – 3.","Dès le niveau 4, un paladin peut lancer un petit nombre de sorts divins appartenant à la liste des sorts de paladins. Un paladin doit choisir et préparer ses sorts à l’avance.
Pour préparer ou lancer un sort, un paladin doit avoir une valeur de Charisme au moins égale à 10 + le niveau du sort. Le DD des jets de sauvegarde contre les sorts du paladin est égal à 10 + le niveau du sort + le modificateur de Charisme du paladin.
Comme les autres lanceurs de sorts, le paladin ne peut lancer qu’un nombre de sorts donné de chaque niveau chaque jour. Son quota de sorts quotidiens est indiqué dans la Table ""Le Paladin"". En plus de cela, il reçoit des sorts en bonus si sa valeur de Charisme est suffisamment élevée. Quand la Table ""Le Paladin"" indique que le paladin peut lancer quotidiennement 0 sort d’un niveau donné, il ne dispose, pour ce niveau de sorts, que des sorts en bonus que peut lui accorder un Charisme élevé (voir la Table ""Modificateurs de caractéristique et sorts en bonus"").
Chaque jour, le paladin doit passer une heure à prier et à méditer afin de renouveler son quota journalier de sorts. Le paladin peut préparer et lancer n’importe quel sort de la liste des paladins, pour autant qu’il puisse lancer des sorts de ce niveau. Il doit cependant choisir quels sorts préparer au cours de sa méditation quotidienne.
Jusqu’au niveau 3, le paladin n’a pas de niveau de lanceur de sorts. À partir du niveau 4, son niveau de lanceur de sorts est égal son niveau de paladin -3."
paladin,Paladin,Divine Bond (Sp),Pacte divin (Mag),"Upon reaching 5th level, a paladin forms a divine bond with her god. This bond can take one of two forms. Once the form is chosen, it cannot be changed.The first type of bond allows the paladin to enhance her weapon as a standard action by calling upon the aid of a celestial spirit for 1 minute per paladin level. When called, the spirit causes the weapon to shed light as a torch. At 5th level, this spirit grants the weapon a +1 enhancement bonus. For every three levels beyond 5th, the weapon gains another +1 enhancement bonus, to a maximum of +6 at 20th level. These bonuses can be added to the weapon, stacking with existing weapon bonuses to a maximum of +5, or they can be used to add any of the following weapon properties: axiomatic, brilliant energy, defending, disruption, flaming, flaming burst, holy, keen, merciful, and speed. Adding these properties consumes an amount of bonus equal to the property's cost (see Table: Melee Weapon Special Abilities). These bonuses are added to any properties the weapon already has, but duplicate abilities do not stack. If the weapon is not magical, at least a +1 enhancement bonus must be added before any other properties can be added. The bonus and properties granted by the spirit are determined when the spirit is called and cannot be changed until the spirit is called again. The celestial spirit imparts no bonuses if the weapon is held by anyone other than the paladin but resumes giving bonuses if returned to the paladin. These bonuses apply to only one end of a double weapon. A paladin can use this ability once per day at 5th level, and one additional time per day for every four levels beyond 5th, to a total of four times per day at 17th level.If a weapon bonded with a celestial spirit is destroyed, the paladin loses the use of this ability for 30 days, or until she gains a level, whichever comes first. During this 30-day period, the paladin takes a –1 penalty on attack and weapon damage rolls.The second type of bond allows a paladin to gain the service of an unusually intelligent, strong, and loyal steed to serve her in her crusade against evil. This mount is usually a heavy horse (for a Medium paladin) or a pony (for a Small paladin), although more exotic mounts, such as a boar, camel, or dog are also suitable. This mount functions as a druid's animal companion, using the paladin's level as her effective druid level. Bonded mounts have an Intelligence of at least 6.Once per day, as a full-round action, a paladin may magically call her mount to her side. This ability is the equivalent of a spell of a level equal to one-third the paladin's level. The mount immediately appears adjacent to the paladin. A paladin can use this ability once per day at 5th level, and one additional time per day for every 4 levels thereafter, for a total of four times per day at 17th level.At 11th level, the mount gains the celestial template and becomes a magical beast for the purposes of determining which spells affect it. At 15th level, a paladin's mount gains spell resistance equal to the paladin's level + 11.Should the paladin's mount die, the paladin may not summon another mount for 30 days or until she gains a paladin level, whichever comes first. During this 30-day period, the paladin takes a –1 penalty on attack and weapon damage rolls.","Lorsque le paladin atteint le niveau 5, un lien divin se tisse entre lui et son dieu. Celui-ci peut prendre une des deux formes suivantes. Une fois qu’une forme a été choisie, ce choix ne peut plus être modifié.
Arme sacrée. La première forme de lien permet à un paladin d’enchanter son arme par une action simple en faisant appel à un esprit céleste qui lui accorde son aide pendant une minute par niveau de paladin. Lorsqu’il est appelé, l’esprit fait briller l’arme comme une torche. Au niveau 5, cet esprit donne à l’arme un bonus d’altération de +1. Tous les trois niveaux suivants, l’arme gagne un bonus d’altération de +1 supplémentaire, jusqu’à un maximum de +6 au niveau 20. Ces bonus peuvent être ajoutés directement à l’arme et cumulés avec les bonus qu’elle possède déjà et ce jusqu’à un maximum de +5. Ces bonus peuvent également être utilisés pour ajouter l’une des propriétés suivantes à l’arme : acérée, axiomatique, de destruction, de feu, de feu intense, de lumière, de rapidité, gardienne, miséricordieuse ou sainte. Ajouter une de ces propriétés coûte une quantité de bonus équivalente au coût de
la propriété (voir ici). Ces propriétés s’ajoutent à celles que l’arme possède déjà mais les propriétés en double ne se cumulent pas. Si l’arme n’est pas magique, il faut lui ajouter un bonus d’altération d’au moins +1 avant de pouvoir lui conférer des propriétés. Les bonus et les propriétés donnés par l’esprit sont déterminés lorsqu’il est appelé et ne peuvent donc être modifiés que lorsque l’esprit est appelé à nouveau. L’esprit céleste n’accorde aucun bonus si quelqu’un d’autre que le paladin tient l’arme, mais les bonus réapparaissent si l’arme revient dans la main du paladin. Ces bonus ne s’appliquent qu’à une seule tête si l’arme est une arme double. Un paladin peut utiliser cette capacité une fois par jour au niveau 5 et une fois de plus par jour tous les quatre niveaux suivants, pour un total de quatre utilisations quotidiennes au niveau 17.
Si une arme est détruite alors qu’elle est liée à un esprit céleste, le paladin doit attendre de gagner un niveau ou que trente jours se soient écoulés avant de pouvoir utiliser cette capacité à nouveau. Pendant cette période d’attente, le paladin subit un malus de -1 à tous les jets d’attaque et de dégâts lorsqu’il combat avec une arme.
Destrier. La seconde forme de lien permet à un paladin d’acquérir les services d’un destrier plus intelligent, fort et loyal que la moyenne, qui viendra l’aider dans sa croisade contre le mal. Il s’agit généralement d’un cheval lourd (pour un paladin de taille M) ou d’un poney (pour un paladin de taille P), mais des montures plus exotiques comme un sanglier, un chameau ou un chien sont également possibles. Le destrier suit les mêmes règles que les compagnons animaux des druides, avec un niveau de druide effectif égal au niveau du paladin. Les montures ainsi liées au paladin possèdent une Intelligence d’au moins 6.
Une fois par jour, le paladin peut appeler son destrier auprès de lui en utilisant une action complexe. Cette capacité est équivalente à un sort d’un niveau égal au tiers du niveau du paladin. Le destrier apparaît immédiatement à côté du paladin. Un paladin peut utiliser ce pouvoir une fois par jour au niveau 5 et une fois de plus chaque jour tous les quatre niveaux par la suite, pour un total de quatre fois par jour au niveau 17.
Au niveau 11, le destrier acquiert l’archétype céleste (voir le Bestiaire Pathfinder) et est désormais considéré comme une créature magique lorsqu’il s’agit de déterminer les effets des sorts. Au niveau 15, le destrier gagne une résistance à la magie égale au niveau du paladin + 11.
Si le destrier vient à mourir, le paladin doit attendre de gagner un niveau ou que trente jours se soient écoulés avant de pouvoir utiliser cette capacité à nouveau. Pendant cette période d’attente, le paladin subit un malus de -1 à tous les jets d’attaque et de dégâts lorsqu’il combat avec une arme."
paladin,Paladin,Aura of Resolve (Su),Aura de fermeté (Sur),"At 8th level, a paladin is immune to charm spells and spell-like abilities. Each ally within 10 feet of her gains a +4 morale bonus on saving throws against charm effects.This ability functions only while the paladin is conscious, not if she is unconscious or dead.","Un paladin de niveau 8 est immunisé contre les sorts et les pouvoirs magiques de charme. De plus, tous ses alliés situés à 3 m ou moins bénéficient d’un bonus de moral de +4 aux jets de sauvegarde contre tous les effets de charme.
Cette aptitude fonctionne tant que le paladin est conscient, mais pas s’il est inconscient ou mort."
paladin,Paladin,Aura of Justice (Su),Aura de justice (Sur),"At 11th level, a paladin can expend two uses of her smite evil ability to grant the ability to smite evil to all allies within 10 feet, using her bonuses. Allies must use this smite evil ability by the start of the paladin's next turn and the bonuses last for 1 minute. Using this ability is a free action. Evil creatures gain no benefit from this ability.","Au niveau 11, un paladin peut sacrifier deux utilisations de sa capacité du châtiment du Mal pour permettre à tous ses alliés situés à 3 m ou moins d’utiliser un châtiment du Mal avec ses propres bonus. Les alliés doivent utiliser ce châtiment du Mal avant que le prochain tour du paladin commence et les bonus persistent pendant une minute. Ce pouvoir s’utilise par une action libre. Les créatures d’alignement Mauvais ne tirent aucun avantage de l’aura de justice."
paladin,Paladin,Aura of Faith (Su),Aura de foi (Sur),"At 14th level, a paladin's weapons are treated as good-aligned for the purposes of overcoming damage reduction. Any attack made against an enemy within 10 feet of her is treated as good-aligned for the purposes of overcoming damage reduction.This ability functions only while the paladin is conscious, not if she is unconscious or dead.","Au niveau 14, les armes d’un paladin sont considérées comme dotées de l’alignement Bon lorsqu’il s’agit de déterminer si elles ignorent les réductions de dégâts. De plus, toutes les attaques faites contre un ennemi dans un rayon de 3 m autour du paladin sont également considérées comme dotées de l’alignement Bon lorsqu’il s’agit de déterminer si elles ignorent les réductions de dégâts.
Cette capacité fonctionne tant que le paladin est conscient, mais pas s’il est inconscient ou mort."
paladin,Paladin,Aura of Righteousness (Su),Aura de droiture (Sur),"At 17th level, a paladin gains DR 5/evil and immunity to compulsion spells and spell-like abilities. Each ally within 10 feet of her gains a +4 morale bonus on saving throws against compulsion effects.This ability functions only while the paladin is conscious, not if she is unconscious or dead.","Au niveau 17, un paladin gagne une RD 5/Mal et est immunisé aux sorts et aux pouvoirs magiques de coercition. De plus, tous ses alliés situés à 3 m ou moins bénéficient d’un bonus de moral de +4 aux jets de sauvegarde contre tous les effets de coercition.
Cette aptitude fonctionne tant que le paladin est conscient, mais pas s’il est inconscient ou mort."
paladin,Paladin,Holy Champion (Su),Champion sacré (Sur),"At 20th level, a paladin becomes a conduit for the power of her god. Her DR increases to 10/evil. Whenever she uses smite evil and successfully strikes an evil outsider, the outsider is also subject to a banishment, using her paladin level as the caster level (her weapon and holy symbol automatically count as objects that the subject hates). After the banishment effect and the damage from the attack is resolved, the smite immediately ends. In addition, whenever she channels positive energy or uses lay on hands to heal a creature, she heals the maximum possible amount.","Au niveau 20, un paladin devient un véritable réceptacle de la puissance de son dieu. Sa RD augmente jusqu’à 10/Mal. Chaque fois qu’il utilise un châtiment du Mal et frappe un Extérieur d’alignement Mauvais, celui-ci est également soumis à un bannissement dont le NLS est égal au niveau du paladin (l’arme et le symbole sacré du paladin comptent automatiquement comme objets que la cible hait). Le châtiment du Mal se termine immédiatement après que l’effet de bannissement et les dégâts de l’attaque ont été appliqués. De plus, chaque fois que le paladin canalise de l’énergie positive ou utilise une imposition des mains pour guérir une créature, il soigne toujours le maximum de points de vie."
