id,name,name_fr,type,description,description_fr,prerequisites,prerequisite_feats,benefit,benefit_fr,benefit_short_fr,normal,special,source,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,effects,passive,conditions,external_conditions
289,Bull Rush Strike,Coup déséquilibrant,Combat,Your critical hits can push back your foes.,La puissance des coups critiques du personnage est telle qu’ils peuvent faire tomber ses ennemis.,"Ride rank 14, Mounted Combat, Trick Riding.","Improved Bull Rush, Power Attack","Whenever you score a critical hit with a melee attack, you can push your opponent back, in addition to the normal damage dealt by the attack. If your confirmation roll exceeds your opponent's CMD, you may push your opponent back as if from the bull rush combat maneuver. You do not need to move with the target if successful. This does not provoke an attack of opportunity.","Chaque fois que le personnage porte un coup critique avec une attaque au corps à corps, il peut déséquilibrer son adversaire en plus de lui infliger des dégâts normaux. Si le jet de confirmation du coup critique est supérieur ou égal au DMD de la cible, le personnage peut la mettre à terre comme s’il effectuait une manœuvre de croc-en-jambe réussie. Cela ne provoque pas d’attaque d’opportunité.
Normal. Il faut réaliser un test de manœuvre séparé pour mettre un adversaire au sol.",Tenter un croc-en-jambe en cas de critique,You must perform a bull rush combat maneuver to bull rush an opponent.,"You can only apply the effects of one of the following feats to a given critical hit: Bull Rush Strike, Disarming Strike, Repositioning Strike, Sundering Strike, or Tripping Strike. You may choose to use this feat after you make your confirmation roll.",Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Charge Through,Charge renversante,Combat,You can overrun enemies when charging.,Le personnage peut renverser des ennemis lorsqu’il charge.,0,"Improved Overrun, Power Attack","When making a charge, you can attempt to overrun one creature in the path of the charge as a free action. If you successfully overrun that creature, you can complete the charge. If the overrun is unsuccessful, the charge ends in the space directly in front of that creature.","Lorsque le personnage charge, il peut tenter de renverser une créature située dans la trajectoire de sa charge par une action libre. Si la tentative de renversement est couronnée de succès, il peut poursuivre sa charge. En cas d’échec, sa charge se termine dans l’espace précédant cette créature.",Renversement par une action libre au cours d'une charge,You must have a clear path toward the target of your charge.,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Childlike,Apparence enfantine,General,"Your resemblance to a human child tends to make others trust you, perhaps more than they should.","Le personnage ressemble tellement à un enfant humain que les autres ont tendance à lui faire confiance, peut-être à tort.","Int 13, Combat Expertise, base attack bonus +6.",0,"You can take 10 on Bluff checks to convince others you are telling the truth, so long as your story makes you appear innocent. You gain a +2 bonus on Disguise skill checks to pose as a human child, and ignore the check penalties for disguising yourself as a different race and age category while doing so.",Le personnage peut faire 10 sur les tests de Bluff pour convaincre ses interlocuteurs qu’il dit la vérité pour autant que son histoire lui donne le rôle d’un innocent. Il gagne un bonus de +2 aux tests de Déguisement pour se faire passer pour un enfant humain et il ignore les pénalités normalement imposées pour un déguisement en un individu d’une autre race et d’une autre catégorie d’âge dans ce cas-là.,"+2 en Déguisement pour se faire passer pour un humain, faire 10 pour Bluff",0,0,Advanced Player's Guide,0,0,0,0,0,1,0,Halfling,0,0,0,0,0,0,0,0,0
314,Cloud Step,Marche sur les nuages,General,Your tread is of unearthly lightness.,Le personnage a le pas extraordinairement léger.,"Wis 13, half-elf.",Spider Step,"As a move action, you can air walk (as the spell) up to half your slow fall distance, maximum 50 feet. You must reach a solid, level surface by the end of your turn or you will fall.","Par une action de mouvement, le personnage peut marcher dans les airs (comme le sort) sur une distance maximale égale à la moitié de sa distance de chute ralentie avec un maximum de 15 mètres. Il doit atteindre une surface solide et suffisamment horizontale à la fin de son tour, sous peine de tomber.",Marcher dans les airs sur la moitié de la distance de chute ralentie,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Cockatrice Strike,Coup de la cockatrice,Combat,"With a single strike, you transmute flesh to stone.",Le personnage peut transformer la chair de sa cible en pierre.,Keen senses racial trait.,"Improved Unarmed Strike, Gorgon's Fist, Medusa's Wrath","As a full-round action, you can make a single unarmed strike against a dazed, flat-footed, paralyzed, staggered, stunned, or unconscious foe. If that attack is a critical hit, the target is petrified unless it succeeds on a Fortitude saving throw with a DC of 10 + 1/2 your character level + your Wisdom modifier. This is a supernatural polymorph effect.","Par une action complexe, le personnage peut porter une unique attaque à mains nues contre un ennemi ébloui, pris au dépourvu, paralysé, chancelant, étourdi ou inconscient. Si cette attaque résulte en un coup critique, la cible est pétrifiée, à moins qu’elle ne réussisse un jet de Vigueur contre un DD égal à 10 + la moitié du niveau du personnage + son modificateur de Sagesse. Il s’agit d’un effet surnaturel de métamorphose.",Pétrifier une cible après un critique,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Combat Patrol,Patrouille en combat,Combat,"You range across the battlefield, dealing with threats wherever they arise.",Le personnage se déplace sur le champ de bataille pour faire face aux menaces où qu’elles surviennent.,"Int 13, Combat Expertise, base attack bonus +6.","Combat Reflexes, Mobility","As a full-round action, you may set up a combat patrol, increasing your threatened area by 5 feet for every 5 points of your base attack bonus. Until the beginning of your next turn, you may make attacks of opportunity against any opponent in this threatened area that provokes attacks of opportunity. You may move as part of these attacks, provided your total movement before your next turn does not exceed your speed. Any movement you make provokes attacks of opportunity as normal.","Par une action complexe, le personnage peut se mettre à patrouiller au cours d’un combat. Concrètement, il augmente le rayon de la zone qu’il contrôle de 1,50 m pour chaque tranche de 5 points dans son BBA. Jusqu’au début de son prochain tour, il peut porter des attaques d’opportunité contre n’importe quel adversaire qui en provoque une au sein de la zone qu’il contrôle. Il peut se déplacer au cours de ces attaques d’opportunité, pour autant que le déplacement total qu’il effectue avant le début de son prochain tour ne dépasse pas sa vitesse de déplacement. Normalement, les déplacements du personnage provoquent des attaques d’opportunité.",Augmente la zone contrôlée pour les attaques d'opportunité,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Cooperative Crafting,Artisanat de groupe,General,Your assistance makes item crafting far more efficient.,Le personnage peut aider efficacement à la fabrication d’objets.,"Cha 13, Small size or smaller.",0,"You can assist another character in crafting mundane and magical items. You must both possess the relevant Craft skill or item creation feat, but either one of you can fulfill any other prerequisites for crafting the item. You provide a +2 circumstance bonus on any Craft or Spellcraft checks related to making an item, and your assistance doubles the gp value of items that can be crafted each day.","Le personnage peut aider un autre personnage à fabriquer des objets magiques ou non magiques. Les deux personnages doivent posséder la compétence d’Artisanat adéquate ou le don de création correspondant, mais il suffit que chacune des autres conditions de fabrication soit satisfaite par l’un ou par l’autre. Le personnage offre un bonus de circonstances de +2 à tous les tests d’Artisanat ou d’Art de la magie relatifs à la fabrication d’un objet et, grâce à son aide, la quantité d’objets qu’il est possible de fabriquer en un jour (quantité exprimée en pièces d’or) est doublée.",+2 en Artisanat ou Art de la magie pour les travaux en groupe,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Coordinated Defense,Défenses coordonnées,Combat,"You are adept at working with allies to avoid being tripped, grappled, and subjected to other maneuvers.",Le personnage sait comment combattre avec ses alliés pour éviter d’être victime de manœuvres de combat.,"Channel energy class feature, flurry of blows class feature, Weapon Focus with your deity's favored melee weapon.",0,"Whenever you are adjacent to an ally who also has this feat, you receive a +2 competence bonus to your Combat Maneuver Defense. This bonus increases to +4 if the creature attempting the maneuver is larger than both you and your ally.","Chaque fois que le personnage est adjacent à un allié qui possède également ce don, il reçoit un bonus de compétence de +2 à son DMD. Ce bonus passe à +4 si la créature qui tente la manœuvre appartient à une catégorie de taille plus grande que celles du personnage et de son allié.",Bonus de +2 au DMD,0,0,Advanced Player's Guide,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Coordinated Maneuvers,Manœuvres coordonnées,Combat,You are skilled at working with your allies to perform dangerous combat maneuvers.,Le personnage sait comment collaborer avec ses alliés pour accomplir de dangereuses manœuvres lors des combats.,"Ability to use the abundant step class feature or cast dimension door, Dimensional Agility.",0,"Whenever you are adjacent to an ally who also has this feat, you receive a +2 competence bonus on all combat maneuver checks. This bonus increases to +4 when attempting to break free from a grapple.","Chaque fois que le personnage est adjacent à un allié qui possède également ce don, il reçoit un bonus de compétence de +2 à tous ses tests de BMO. Ce bonus passe à +4 lorsqu’il tente de se libérer d’une lutte.",Bonus de +2 aux tests de manoeuvres de combat.,0,0,Advanced Player's Guide,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Cosmopolitan,Cosmopolite,General,"Living in large, exotic cities has put you in touch with many diverse civilizations, cultures, and races.","En vivant dans de grandes villes exotiques, le personnage a rencontré de nombreuses civilisations, cultures et races.","Bardic performance class feature, Perform (oratory or sing) 10 ranks.",0,"You can speak and read two additional languages of your choice. In addition, choose two Intelligence-, Wisdom-, or Charisma-based skills. Those skills always count as class skills for you.","Le personnage peut parler et lire deux langues de plus (de son choix). En plus de cela, il peut choisir deux compétences dépendant de l’Intelligence, de la Sagesse ou du Charisme, qui deviennent des compétences de classe pour lui.",Lire et parler 2 langues de plus,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Covering Defense,Bouclier protecteur,Combat,You are skilled at protecting yourself and your allies with your shield.,Le personnage sait comment utiliser son bouclier pour se protéger et protéger ses alliés.,"Bane class feature, Two-Weapon Fighting.",Shield Focus,"When you use the total defense action while using a light, heavy, or tower shield, you can provide a cover bonus to AC against all attacks to an adjacent ally your size or smaller. This cover bonus is equal to your shield's shield bonus and lasts until the beginning of your next turn. Your shield does not provide a cover bonus to Ref lex saves.","Chaque fois que le personnage utilise l’action de défense totale avec une rondache, un écu ou un pavois, il peut offrir à un allié adjacent de taille inférieure ou égale à la sienne un bonus d’abri à la CA égal au bonus de bouclier conféré par son bouclier. Ce bonus persiste jusqu’au début de son prochain tour. Le bouclier du personnage ne donne pas de bonus d’abri aux jets de Réflexes cependant.","En défense totale, fournir un abri à un allié",0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Crippling Critical,Critique handicapant,Combat,You are able to maim a target and hinder its movement.,Le personnage peut affecter les capacités de déplacement des cibles qu’il met à mal.,"Str 13, Int 3; naga, serpentfolk, or creature that has the constrict special attack; base attack bonus +3.",Critical Focus,"Whenever you score a critical hit against an opponent, its speed is halved for 1 minute. A successful Fortitude save reduces this duration to 1d4 rounds. The DC of this save is equal to 10 + your base attack bonus. Against creatures with multiple types of movement, you must choose which movement type to affect. A flying creature hit by this attack must make a DC 10 Fly check to remain airborne, and has its maneuverability reduced by one step.","Chaque fois que le personnage porte un coup critique contre un adversaire, la vitesse de déplacement de celui-ci est divisée par deux pendant 1 minute. Un jet de Vigueur réussi réduit la durée à 1d4 rounds. Le DD de ce jet de sauvegarde est de 10 + le BBA du personnage. Si la cible possède plusieurs modes de mouvement, il doit choisir lequel d’entre eux est affecté. S’il s’agit d’une cible volante, elle doit réussir un test de Vol de DD 10 pour rester en vol et elle voit sa manœuvrabilité réduite d’une catégorie.",Les critiques divisent la vitesse de la cible par deux,0,You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.,Advanced Player's Guide,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Crossbow Mastery,Maîtrise des arbalètes,Combat,You can load crossbows with blinding speed and even fire them in melee with little fear of reprisal.,Le personnage peut recharger les arbalètes à toute vitesse et même tirer à bout portant sans craindre de contre-attaque.,"Dex 17, Improved Snap Shot, Point-Blank Shot, Rapid Shot, Snap Shot, base attack bonus +12.","Point-Blank Shot, Rapid Reload, Rapid Shot","The time required for you to reload any type of crossbow is reduced to a free action, regardless of the type of crossbow used. You can fire a crossbow as many times in a full attack action as you could attack if you were using a bow. Reloading a crossbow for the type of crossbow you chose when you took Rapid Reload no longer provokes attacks of opportunity.","Quel que soit le type d’arbalète utilisé, il ne faut au personnage qu’une action libre pour la recharger. Lors d’une attaque à outrance, il peut effectuer autant d’attaques à l’arbalète que s’il utilisait un arc. Lorsque le personnage recharge une arbalète correspondant au type d’arbalète choisi pour le don Rechargement Rapide, il ne provoque plus d’attaque d’opportunité.","Recharger une arbalète par une action libre, permet les attaques à outrance",0,"Starting at 6th level, a ranger with the archery combat style may select Crossbow Mastery as a combat style feat.",Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Dastardly Finish,Coup odieux,Combat,You can take advantage of an enemy's debilitated state to attempt a coup de grace.,Le personnage sait comment profiter de l’état d’un ennemi mal en point pour tenter un coup de grâce.,"Bardic performance class feature, Knowledge (engineering) 5 ranks.",0,You can deliver a coup de grace to cowering or stunned targets.,Le personnage peut effectuer un coup de grâce sur une cible recroquevillée sur elle-même ou étourdie.,Délivrer un coup de grâce à une cible recroquevillée ou étourdie,You can only coup de grace helpless targets.,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Dazing Assault,Assaut hébétant,Combat,You can daze foes with wild attacks.,Le personnage peut hébéter ses ennemis en attaquant sauvagement.,"Critical Focus, Weapon Specialization with selected piercing melee weapon, base attack bonus +11.",Power Attack,"You can choose to take a -5 penalty on all melee attack rolls and combat maneuver checks to daze opponents you hit with your melee attacks for 1 round, in addition to the normal damage dealt by the attack. A successful Fortitude save negates the effect. The DC of this save is 10 + your base attack bonus. You must choose to use this feat before making the attack roll, and its effects last until your next turn.",Le personnage peut choisir d’accepter une pénalité de -5 sur tous les jets d’attaque au corps à corps et tous les tests de manœuvres de combat pour hébéter les adversaires touchés par ses attaques au corps à corps pendant 1 round (en plus de leur infliger des dégâts normaux). Un jet de Vigueur réussi permet aux cibles d’annuler l’effet. Le DD de celui-ci est de 10 + le BBA du personnage. Le personnage doit choisir s’il veut utiliser ce don ou pas avant de réaliser le jet d’attaque. Les effets du don persistent jusqu’à son prochain tour.,"Sacrifier du bonus d'attaque, hébéter les cibles au corps à corps",0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Dazing Spell,Sort hébétant,Metamagic,You can daze creatures with the power of your spells.,Les sorts du personnage peuvent hébéter leurs cibles.,"Back to Back, Perception 5 ranks.",0,"You can modify a spell to daze a creature damaged by the spell. When a creature takes damage from this spell, they become dazed for a number of rounds equal to the original level of the spell. If the spell allows a saving throw, a successful save negates the daze effect. If the spell does not allow a save, the target can make a Will save to negate the daze effect. If the spell effect also causes the creature to become dazed, the duration of this metamagic effect is added to the duration of the spell. A dazing spell uses up a spell slot three levels higher than the spell's actual level. Spells that do not inf lict damage do not benefit from this feat.","Le personnage peut modifier un sort pour qu’il hébète les créatures blessées. Les créatures à qui le sort modifié inflige des dégâts deviennent hébétées pendant un nombre de rounds égal au niveau initial du sort. Si le sort autorise un jet de sauvegarde, une réussite annule l’effet d’hébétement. Si le sort n’en autorise pas, la cible peut tenter un jet de Volonté pour annuler l’hébétement. Si le sort en lui-même hébète également la cible, la durée de l’effet métamagique vient s’ajouter à la durée normale du sort. Un sort hébétant utilise un emplacement de sort de trois niveaux de plus que le niveau normal du sort. Les sorts qui n’infligent pas de dégâts ne peuvent pas être modifiés par ce don.",Hébète les créatures blessées,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Deep Drinker,Gros buveur,General,You draw greater amounts of ki from your libations.,Le personnage acquiert une plus grande quantité de ki lors de ses libations.,"Impaling Critical, Critical Focus, Weapon Specialization with selected piercing melee weapon, base attack bonus +13.",0,"When you gain temporary ki from drunken ki, you gain 2 temporary ki rather than just 1.","Chaque fois que le personnage gagne du ki temporaire grâce à sa capacité de ki alcoolisé, il obtient 2 points temporaires de ki au lieu d’un seul.",Gagne 2 points temporaires de ki grâce au ki alcoolisé,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Deepsight,Vision affûtée,General,Your senses are especially keen in the utter darkness.,Les sens du personnage sont encore plus affûtés lorsqu’il se trouve dans le noir le plus total.,"Bane class feature, Dazzling Display, Weapon Focus, character level 8th.",0,Your darkvision has a range of 120 feet.,La portée de la vision dans le noir du personnage s’étend à 36 mètres (24 cases).,Étendre la portée de la vision dans le noir à 36 m,Darkvision normally extends 60 or 90 feet.,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Disarming Strike,Coup désarmant,Combat,Your critical hits can disarm your foes.,Le personnage peut désarmer ses ennemis lorsqu’il porte un coup critique.,"Improved Unarmed Strike, Acrobatics 3 ranks, Perform (dance) 3 ranks.","Combat Expertise, Improved Disarm","Whenever you score a critical hit with a melee attack, you can disarm your opponent, in addition to the normal damage dealt by the attack. If your confirmation roll exceeds your opponent's CMD, you may disarm your opponent as if from the disarm combat maneuver. This does not provoke an attack of opportunity.","Chaque fois que le personnage porte un coup critique avec une attaque au corps à corps, il peut désarmer son adversaire en plus de lui infliger des dégâts normaux. Si le jet de confirmation du coup critique est supérieur ou égal au DMD de la cible, le personnage peut la désarmer comme s’il effectuait une manœuvre de désarmement réussie. Cela ne provoque pas d’attaque d’opportunité.
Normal. Il faut réaliser un test de manœuvre séparé pour désarmer un adversaire.",Tenter un désarmement en cas de critique,You must perform a disarm combat maneuver to disarm an opponent.,"You can only apply the effects of one of the following feats to a given critical hit: Bull Rush Strike, Disarming Strike, Repositioning Strike, Sundering Strike, or Tripping Strike. You may choose to use this feat after you make your confirmation roll.",Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Disrupting Shot,Tir perturbateur,Combat,"With a well-placed shot, you make it harder for a nearby opponent to cast spells.","Grâce à la précision de ses tirs, le personnage peut mener la vie dure à un adversaire tentant de lancer des sorts.","Int 13, Kirin Strike, Kirin Style, Improved Unarmed Strike, Knowledge (arcana) 12 ranks, Knowledge (dungeoneering, local, nature, planes, or religion) 5 ranks.",Point-Blank Shot,"If you ready an action to shoot an opponent casting a spell within 30 feet and successfully hit that opponent with a ranged attack, the concentration DC to successfully cast the spell is increased by +4.","Si le personnage prépare une action afin de tirer sur un adversaire situé dans un rayon de 9 mètres (6 cases) au cas où celui-ci lancerait un sort et si cette attaque à distance réussit, le DD du test de Concentration de la cible pour mener à bien son incantation augmente de +4.",Les attaques à distance augmentent le DD des ennemis,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Disruptive Spell,Sort perturbateur,Metamagic,"Your magical energies cling to enemies, interfering with their spellcasting.",Les énergies magiques des sorts du personnage s’accrochent aux ennemis et gênent leurs incantations.,"Dex 13, Dodge, Mobility.",0,Targets affected by a disruptive spell must make concentration checks when using spells or spell-like abilities (DC equals the save DC of the disruptive spell plus the level of the spell being cast) for 1 round. Targets that avoid the spell's effects avoid this feat's effect as well. A disruptive spell uses up a spell slot one level higher than the spell's actual level.,Les cibles affectées par un sort perturbateur doivent effectuer des tests de Concentration chaque fois qu’elles lancent un sort ou utilisent un pouvoir magique (le DD du test est égal au DD du jet de sauvegarde contre le sort perturbateur augmenté du niveau du sort qu’elles tentent de lancer). L’effet dure 1 round. Les cibles qui évitent les effets normaux du sort échappent également aux effets du don. Un sort perturbateur utilise un emplacement de sort d’un niveau de plus que le niveau normal du sort.,La cible du sort doit réussir un test de Concentration pour incanter au cours du round suivant,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Diviner's Delving,Art du devin,General,"Your keen magical intuition makes reading signs, portents, and mystical clues quick and easy.","Grâce à ses puissants instincts magiques, le personnage peut lire les signes, les symboles et les indices mystiques plus facilement et plus rapidement.","Siege Weapon Engineer, Knowledge (engineering) 10 ranks.",Spell Focus,"You gain a +2 bonus on caster level checks with divinations to overcome spell resistance or effects that impede divination (for example, nondetection). When using a divination spell that requires concentration, you gain information from the spell 1 round sooner than normal (so you gain information from the first 2 rounds with 1 round of concentration, and information from the third round in the second round of concentration).","Le personnage gagne un bonus de +2 aux tests de NLS des divinations pour percer la résistance à la magie ou les effets qui bloquent les divinations (comme un sort d’antidétection). Lorsqu’il utilise un sort de divination nécessitant de la concentration, il reçoit les informations données par le sort avec 1 round d’avance (ainsi, il gagne les informations des 2 premiers rounds après 1 round de concentration, puis les informations du 3e round au bout du 2e round de concentration).",+2 aux tests de NLS avec les divinations,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Dreadful Carnage,Carnage effroyable,Combat,Slaying an enemy demoralizes your other nearby foes.,"En tuant un adversaire, le personnage peut démoraliser les autres ennemis proches.","Bonebreaker, Greater Grapple, Improved Grapple, Improved Unarmed Strike, Jawbreaker, Stunning Fist, Heal 12 ranks.","Power Attack, Furious Focus","Whenever you reduce an enemy to 0 or fewer hit points, you can make an Intimidate check to demoralize all enemies within 30 feet as a free action. Enemies that cannot see both you and the enemy you reduced to 0 or fewer hit points are unaffected.","Chaque fois que le personnage réduit un adversaire à 0 point de vie ou moins, il peut effectuer un test d’Intimidation pour démoraliser tous les ennemis dans un rayon de 6 mètres (4 cases) par une action libre. Seuls les ennemis qui peuvent voir le personnage et l’adversaire réduit à 0 point de vie ou moins peuvent être affectés.",Test d'Intimidation gratuit en mettant un adversaire au sol,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Duck and Cover,À l'abri,General,Your allies assist you in avoiding certain attacks.,Les alliés du personnage l’aident à éviter certaines attaques.,"Wis 13, Combat Reflexes, Improved Unarmed Strike.",0,"Whenever you are adjacent to an ally who also has this feat, and both of you are required to make a Ref lex saving throw against a spell or effect, you may take the result of your die roll or that of your ally (your modifiers still apply to the roll, regardless of which result you take). If you take your ally's result, you are knocked prone (or staggered on your next turn, if you are already prone or cannot be knocked prone). In addition, you receive a +2 cover bonus to your AC against ranged attacks as long as your ally is wielding a shield.","Chaque fois que le personnage est adjacent à un allié qui possède également ce don et que lui et cet allié doivent faire un jet de Réflexes contre un sort ou un effet, il peut choisir d’utiliser le résultat de son dé ou du dé de son allié (il applique cependant ses propres modificateurs au résultat choisi). Si le personnage opte pour le résultat de son allié, il se retrouve au sol (ou chancelant pendant son prochain tour s’il est déjà au sol ou ne peut pas être jeté au sol). De plus, le personnage reçoit un bonus d’abri de +2 à la CA contre les attaques à distance tant que son allié porte un bouclier.",Utiliser le résultat d'un allié pour son propre JS.,0,0,Advanced Player's Guide,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Eagle Eyes,Yeux de lynx,General,Your vision is especially keen.,Le personnage possède une vue très perçante.,"Dazzling Display, any one performance feat.",0,"You ignore up to -5 in penalties due to distance on visual Perception checks, allowing you to see accurately at much greater distances than most.","Lorsque le personnage effectue un test de Perception visuelle, il peut ignorer jusqu’à -5 de pénalité de distance, ce qui lui permet de voir avec précision à de plus grandes distances que la plupart des gens.",Ignorer jusqu'à -5 de pénalité aux tests de Perception visuelle,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Eclectic,Éclectisme,General,You have a talent for picking up different vocations.,#N/D,"Wild shape class feature, Knowledge (planes) 5 ranks.",0,"Choose an additional favored class and gain either +1 hit point or +1 skill point whenever you take a level in that class. If you choose a class in which you already have levels, the benefits of this feat are retroactive.",#N/D,Gagne une classe de prédilection de plus,0,0,Advanced Player's Guide,0,0,0,0,0,1,0,Human,0,0,0,0,0,0,0,0,0
539,Ectoplasmic Spell,Sort ectoplasmique,Metamagic,"Your spells breach the gulf between dimensions, sending ghostly emanations into the ether.",Les sorts du personnage peuvent traverser l’espace qui sépare les dimensions et créer un effet fantôme dans l’éther.,Greater rage class feature.,0,An ectoplasmic spell has full effect against incorporeal or ethereal creatures. An ectoplasmic spell uses up a spell slot one level higher than the spell's actual level.,Un sort ectoplasmique agit pleinement sur les créatures éthérées ou intangibles. Un sort ectoplasmique occupe un emplacement de sort d’un niveau de plus que le niveau normal du sort.,Les créatures intangibles ou éthérées subissent les pleins effets du sort.,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Eldritch Claws,Griffes magiques,Combat,Who needs magic weapons? Eldritch tricks are no match for your bestial ferocity.,Le personnage n’a pas besoin d’armes magiques : ces babioles enchantées font pâle figure à côté de sa férocité bestiale.,"Str 13, Con 13, rage class feature, Improved Bull Rush, Power Attack, base attack bonus +6.",0,You natural weapons are considered both magic and silver for purpose of overcoming damage reduction.,Les armes naturelles du personnage fonctionnent à la fois comme des armes magiques et des armes en argent vis-à-vis de la résistance aux dégâts.,Armes naturelles traitées comme des armes magiques et en argent,0,0,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Elemental Fist,Poing élémentaire,Combat,You empower your strike with elemental energy,Le personnage peut renforcer ses coups avec de l’énergie élémentaire.,"Dex 13, Greater Grapple, Improved Grapple, Improved Unarmed Strike, base attack bonus +9 or monk level 9th.",Improved Unarmed Strike,"When you use Elemental Strike pick one of the following energy types: acid, cold, electricity, or fire. On a successful hit, the attack deals damage normally plus 1d6 points of damage of the chosen type. You must declare that you are using this feat before you make your attack roll (thus a failed attack roll ruins the attempt). You may attempt an elemental fist attack once per day for every four levels you have attained (see Special), and no more than once per round.","Lorsque le personnage utilise ce don, il choisit l’un des types d’énergie suivants : acide, électricité, feu ou froid. Une attaque réussie inflige des dégâts normaux plus 1d6 points de dégâts du type choisi. Le personnage doit déclarer qu’il utilise ce don avant le jet d’attaque (une attaque ratée consomme donc une tentative). Le personnage peut effectuer une attaque de Poing élémentaire par jour par tranche de 4 niveaux (voir Spécial), mais jamais plus d’une par round.",Infliger 1d6 points de dégâts d'énergie avec un coup à mains nues,0,"A monk of the four winds receives Elemental Fist as a bonus feat at 1st level, even if he does not meet the prerequisites. A monk may attempt an Elemental Fist attack a number of times per day equal to his monk level, plus one more time per day for every four levels he has in classes other than monk.",Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Elemental Focus,Élément renforcé,General,Your spells of a certain element are more difficult to resist.,Le personnage lance les sorts liés à un élément donné de telle manière qu’il est plus difficile de leur résister.,"Con 13, Wis 15, Elemental Fist**, Improved Unarmed Strike, base attack bonus +9 or monk level 5th.",0,"Choose one energy type (acid, cold, electricity, or fire). Add +1 to the Difficulty Class for all saving throws against spells that deal damage of the energy type you select.","Choisissez un type d’énergie (acide, électricité, feu, froid). Le personnage ajoute +1 au DD de tous les jets de sauvegarde contre les sorts infligeant des dégâts du type d’énergie choisi.",+1 aux DD des JS pour un type d'énergie,0,"You can gain this feat multiple times. Its effects do not stack. Each time you take this feat, it applies to a new energy type.",Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
563,Elemental Spell,Sort élémentaire,Metamagic,You can manipulate the elemental nature of your spells.,Le personnage peut manipuler la nature élémentaire des sorts.,"Favored enemy class feature, wild shape class feature.",0,"Choose one energy type: acid, cold, electricity, or fire. You may replace a spell's normal damage with that energy type or split the spell's damage, so that half is of that energy type and half is of its normal type. An elemental spell uses up a spell slot one level higher than the spell's actual level.","Choisissez un type d’énergie parmi acide, électricité, feu ou froid. Le personnage peut transformer les dégâts normaux d’un sort en dégâts de ce type d’énergie ou les diviser de sorte que le sort produise 50 % de dégâts de ce type d’énergie et 50 % de dégâts du type normal. Un sort élémentaire utilise un emplacement de sort d’un niveau de plus que le niveau normal du sort.",Inflige des dégâts élémentaires au lieu des dégâts normaux du sort,0,You can gain this feat multiple times. Each time you must choose a different energy type.,Advanced Player's Guide,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
